"Year","Quarter","Subarea","Species","CPUE"
1991,3,"40E9","Clupea harengus",601.5
1991,3,"40F0","Clupea harengus",806
1991,3,"40F1","Clupea harengus",199.5
1991,3,"40F2","Clupea harengus",33
1991,3,"40F3","Clupea harengus",4
1991,3,"40F4","Clupea harengus",6.5
1991,3,"40F5","Clupea harengus",60.5
1991,3,"40F6","Clupea harengus",1428.998
1991,3,"40F7","Clupea harengus",11520
1991,3,"41E7","Clupea harengus",2.5
1991,3,"41E8","Clupea harengus",7.667
1991,3,"41E9","Clupea harengus",762.5
1991,3,"41F0","Clupea harengus",10086.5
1991,3,"41F1","Clupea harengus",408
1991,3,"41F2","Clupea harengus",221.5
1991,3,"41F3","Clupea harengus",154
1991,3,"41F4","Clupea harengus",290.5
1991,3,"41F5","Clupea harengus",64
1991,3,"41F6","Clupea harengus",34562
1991,3,"41F7","Clupea harengus",73028.5
1991,3,"41G0","Clupea harengus",5331
1991,3,"41G1","Clupea harengus",1076
1991,3,"41G2","Clupea harengus",10339.67
1991,3,"42E7","Clupea harengus",7
1991,3,"42E8","Clupea harengus",2
1991,3,"42E9","Clupea harengus",273
1991,3,"42F0","Clupea harengus",371
1991,3,"42F1","Clupea harengus",20
1991,3,"42F2","Clupea harengus",131.5
1991,3,"42F3","Clupea harengus",2
1991,3,"42F4","Clupea harengus",9.333
1991,3,"42F5","Clupea harengus",193.5
1991,3,"42F6","Clupea harengus",36
1991,3,"42F7","Clupea harengus",14
1991,3,"42G1","Clupea harengus",4636.333
1991,3,"42G2","Clupea harengus",2968.4
1991,3,"43E8","Clupea harengus",68.5
1991,3,"43E9","Clupea harengus",590
1991,3,"43F0","Clupea harengus",4708.5
1991,3,"43F1","Clupea harengus",389.666
1991,3,"43F2","Clupea harengus",97.666
1991,3,"43F3","Clupea harengus",1
1991,3,"43F4","Clupea harengus",99.5
1991,3,"43F5","Clupea harengus",14
1991,3,"43F6","Clupea harengus",4
1991,3,"43F7","Clupea harengus",20
1991,3,"43F8","Clupea harengus",47
1991,3,"43G0","Clupea harengus",37833
1991,3,"43G1","Clupea harengus",887.003
1991,3,"43G2","Clupea harengus",4907
1991,3,"44E6","Clupea harengus",80
1991,3,"44E7","Clupea harengus",65.5
1991,3,"44E8","Clupea harengus",631.997
1991,3,"44E9","Clupea harengus",4664.333
1991,3,"44F0","Clupea harengus",6845.664
1991,3,"44F1","Clupea harengus",8175.5
1991,3,"44F2","Clupea harengus",92.5
1991,3,"44F3","Clupea harengus",35.664
1991,3,"44F4","Clupea harengus",759.334
1991,3,"44F8","Clupea harengus",86.666
1991,3,"44F9","Clupea harengus",1139.333
1991,3,"44G0","Clupea harengus",1818.4
1991,3,"44G1","Clupea harengus",2749.667
1991,3,"45E6","Clupea harengus",2
1991,3,"45E7","Clupea harengus",1
1991,3,"45E8","Clupea harengus",402
1991,3,"45E9","Clupea harengus",532
1991,3,"45F0","Clupea harengus",37
1991,3,"45F1","Clupea harengus",162
1991,3,"45F2","Clupea harengus",0.5
1991,3,"45F3","Clupea harengus",26
1991,3,"45F4","Clupea harengus",2
1991,3,"45F9","Clupea harengus",8
1991,3,"45G0","Clupea harengus",4
1991,3,"45G1","Clupea harengus",93
1991,3,"46E7","Clupea harengus",7
1991,3,"46E8","Clupea harengus",178
1991,3,"46E9","Clupea harengus",1908
1991,3,"46F0","Clupea harengus",89
1991,3,"46F1","Clupea harengus",58.5
1991,3,"46F2","Clupea harengus",54.5
1991,3,"46F3","Clupea harengus",5
1991,3,"46G0","Clupea harengus",11.335
1991,3,"46G1","Clupea harengus",4595
1991,3,"47E7","Clupea harengus",2
1991,3,"47E8","Clupea harengus",185
1991,3,"47E9","Clupea harengus",321.5
1991,3,"47F0","Clupea harengus",59
1991,3,"47F1","Clupea harengus",2
1991,3,"47F2","Clupea harengus",2.5
1991,3,"47F3","Clupea harengus",1.5
1991,3,"48E7","Clupea harengus",6
1991,3,"48E8","Clupea harengus",54
1991,3,"48E9","Clupea harengus",46
1991,3,"48F0","Clupea harengus",3
1991,3,"48F1","Clupea harengus",1
1991,3,"48F2","Clupea harengus",0
1991,3,"49E7","Clupea harengus",342
1991,3,"49E8","Clupea harengus",39
1991,3,"49E9","Clupea harengus",10
1991,3,"49F0","Clupea harengus",238
1991,3,"49F1","Clupea harengus",18
1991,3,"49F2","Clupea harengus",0.5
1991,3,"49F3","Clupea harengus",1
1991,3,"50E7","Clupea harengus",27
1991,3,"50E8","Clupea harengus",79
1991,3,"50E9","Clupea harengus",87
1991,3,"50F0","Clupea harengus",38
1991,3,"50F1","Clupea harengus",0
1991,3,"50F2","Clupea harengus",0
1991,3,"50F3","Clupea harengus",1
1991,3,"51E8","Clupea harengus",1
1991,3,"51E9","Clupea harengus",1
1991,3,"51F0","Clupea harengus",37.5
1991,3,"51F1","Clupea harengus",5.5
1992,1,"31F1","Clupea harengus",8
1992,1,"31F2","Clupea harengus",15200.5
1992,1,"32F1","Clupea harengus",1
1992,1,"32F2","Clupea harengus",4
1992,1,"32F3","Clupea harengus",408
1992,1,"33F1","Clupea harengus",0
1992,1,"33F2","Clupea harengus",17.334
1992,1,"33F3","Clupea harengus",118
1992,1,"33F4","Clupea harengus",1955
1992,1,"34F1","Clupea harengus",4
1992,1,"34F2","Clupea harengus",45.334
1992,1,"34F3","Clupea harengus",9009
1992,1,"34F4","Clupea harengus",6022.5
1992,1,"35F0","Clupea harengus",0
1992,1,"35F1","Clupea harengus",68
1992,1,"35F2","Clupea harengus",12524
1992,1,"35F3","Clupea harengus",348
1992,1,"35F4","Clupea harengus",1530
1992,1,"36F0","Clupea harengus",1616
1992,1,"36F1","Clupea harengus",150
1992,1,"36F2","Clupea harengus",2447
1992,1,"36F3","Clupea harengus",3566.999
1992,1,"36F4","Clupea harengus",5099.5
1992,1,"36F5","Clupea harengus",2476.336
1992,1,"36F6","Clupea harengus",1370.4
1992,1,"36F7","Clupea harengus",2899.665
1992,1,"37E9","Clupea harengus",15
1992,1,"37F0","Clupea harengus",23
1992,1,"37F1","Clupea harengus",495
1992,1,"37F2","Clupea harengus",1295
1992,1,"37F3","Clupea harengus",10033.5
1992,1,"37F4","Clupea harengus",8057
1992,1,"37F5","Clupea harengus",1093.5
1992,1,"37F6","Clupea harengus",372
1992,1,"37F7","Clupea harengus",37.6
1992,1,"37F8","Clupea harengus",870
1992,1,"38E9","Clupea harengus",344.5
1992,1,"38F0","Clupea harengus",1696.5
1992,1,"38F1","Clupea harengus",235.5
1992,1,"38F2","Clupea harengus",49
1992,1,"38F3","Clupea harengus",388
1992,1,"38F4","Clupea harengus",4559.5
1992,1,"38F5","Clupea harengus",1025.25
1992,1,"38F6","Clupea harengus",1944.999
1992,1,"38F7","Clupea harengus",2087.667
1992,1,"38F8","Clupea harengus",148.999
1992,1,"39E8","Clupea harengus",8137.5
1992,1,"39E9","Clupea harengus",352
1992,1,"39F0","Clupea harengus",7266
1992,1,"39F1","Clupea harengus",7.5
1992,1,"39F2","Clupea harengus",3
1992,1,"39F3","Clupea harengus",635.5
1992,1,"39F4","Clupea harengus",9774.75
1992,1,"39F5","Clupea harengus",3854.75
1992,1,"39F6","Clupea harengus",678.001
1992,1,"39F7","Clupea harengus",965
1992,1,"39F8","Clupea harengus",156
1992,1,"40E8","Clupea harengus",35802.5
1992,1,"40E9","Clupea harengus",153
1992,1,"40F0","Clupea harengus",85
1992,1,"40F1","Clupea harengus",7.5
1992,1,"40F2","Clupea harengus",4
1992,1,"40F3","Clupea harengus",9.75
1992,1,"40F4","Clupea harengus",1814
1992,1,"40F5","Clupea harengus",15477
1992,1,"40F6","Clupea harengus",272
1992,1,"40F7","Clupea harengus",628
1992,1,"41E7","Clupea harengus",8766
1992,1,"41E8","Clupea harengus",1008
1992,1,"41E9","Clupea harengus",108
1992,1,"41F0","Clupea harengus",181.5
1992,1,"41F1","Clupea harengus",159
1992,1,"41F2","Clupea harengus",4
1992,1,"41F3","Clupea harengus",903
1992,1,"41F4","Clupea harengus",5272
1992,1,"41F5","Clupea harengus",2550.5
1992,1,"41F6","Clupea harengus",266.5
1992,1,"41F7","Clupea harengus",381.5
1992,1,"41G0","Clupea harengus",4031
1992,1,"41G1","Clupea harengus",1980.5
1992,1,"41G2","Clupea harengus",8192.333
1992,1,"42E8","Clupea harengus",25
1992,1,"42E9","Clupea harengus",118
1992,1,"42F0","Clupea harengus",58
1992,1,"42F1","Clupea harengus",123.5
1992,1,"42F2","Clupea harengus",3.5
1992,1,"42F3","Clupea harengus",6
1992,1,"42F4","Clupea harengus",2856.5
1992,1,"42F5","Clupea harengus",2299.998
1992,1,"42F6","Clupea harengus",710.001
1992,1,"42F7","Clupea harengus",1569.001
1992,1,"42G1","Clupea harengus",1409.669
1992,1,"42G2","Clupea harengus",3699.25
1992,1,"43E8","Clupea harengus",3
1992,1,"43E9","Clupea harengus",5
1992,1,"43F0","Clupea harengus",8
1992,1,"43F1","Clupea harengus",11
1992,1,"43F2","Clupea harengus",1
1992,1,"43F3","Clupea harengus",21
1992,1,"43F4","Clupea harengus",85.5
1992,1,"43F5","Clupea harengus",0
1992,1,"43F6","Clupea harengus",26
1992,1,"43F7","Clupea harengus",176
1992,1,"43F8","Clupea harengus",1056.5
1992,1,"43G0","Clupea harengus",13659
1992,1,"43G1","Clupea harengus",9572.331
1992,1,"43G2","Clupea harengus",21852
1992,1,"44E6","Clupea harengus",11191.5
1992,1,"44E7","Clupea harengus",13243.5
1992,1,"44E8","Clupea harengus",44.5
1992,1,"44E9","Clupea harengus",46.5
1992,1,"44F0","Clupea harengus",23.5
1992,1,"44F1","Clupea harengus",3.332
1992,1,"44F2","Clupea harengus",0
1992,1,"44F3","Clupea harengus",9
1992,1,"44F4","Clupea harengus",10.669
1992,1,"44F5","Clupea harengus",258
1992,1,"44F8","Clupea harengus",730.666
1992,1,"44F9","Clupea harengus",7613.335
1992,1,"44G0","Clupea harengus",2533.6
1992,1,"44G1","Clupea harengus",2947
1992,1,"45E6","Clupea harengus",231
1992,1,"45E7","Clupea harengus",6
1992,1,"45E8","Clupea harengus",19
1992,1,"45E9","Clupea harengus",5
1992,1,"45F0","Clupea harengus",2
1992,1,"45F1","Clupea harengus",1
1992,1,"45F2","Clupea harengus",202.666
1992,1,"45F3","Clupea harengus",600.334
1992,1,"45F4","Clupea harengus",18
1992,1,"45F9","Clupea harengus",24
1992,1,"45G0","Clupea harengus",58
1992,1,"45G1","Clupea harengus",314
1992,1,"46E7","Clupea harengus",50
1992,1,"46E8","Clupea harengus",19.67
1992,1,"46E9","Clupea harengus",4
1992,1,"46F0","Clupea harengus",3
1992,1,"46F1","Clupea harengus",9.5
1992,1,"46F2","Clupea harengus",108
1992,1,"46F3","Clupea harengus",17
1992,1,"46G0","Clupea harengus",69.666
1992,1,"46G1","Clupea harengus",5170
1992,1,"47E7","Clupea harengus",3
1992,1,"47E8","Clupea harengus",29.999
1992,1,"47E9","Clupea harengus",43.002
1992,1,"47F0","Clupea harengus",5
1992,1,"47F1","Clupea harengus",1294
1992,1,"47F2","Clupea harengus",39
1992,1,"47F3","Clupea harengus",1053
1992,1,"48E8","Clupea harengus",39
1992,1,"48E9","Clupea harengus",1297
1992,1,"48F0","Clupea harengus",540
1992,1,"48F1","Clupea harengus",6
1992,1,"48F2","Clupea harengus",15
1992,1,"48F3","Clupea harengus",911.5
1992,1,"49F0","Clupea harengus",879
1992,1,"49F1","Clupea harengus",32
1992,1,"49F2","Clupea harengus",1
1992,1,"49F3","Clupea harengus",9
1992,1,"50E9","Clupea harengus",16
1992,1,"50F0","Clupea harengus",2860.5
1992,1,"50F1","Clupea harengus",40
1992,1,"50F2","Clupea harengus",13
1992,1,"50F3","Clupea harengus",17
1992,1,"51E9","Clupea harengus",2
1992,1,"51F0","Clupea harengus",15
1992,1,"51F1","Clupea harengus",657
1992,1,"51F2","Clupea harengus",9
1992,3,"31F2","Clupea harengus",0
1992,3,"32F1","Clupea harengus",3
1992,3,"32F2","Clupea harengus",0
1992,3,"32F3","Clupea harengus",4434
1992,3,"33F1","Clupea harengus",2
1992,3,"33F2","Clupea harengus",6
1992,3,"33F3","Clupea harengus",0
1992,3,"33F4","Clupea harengus",8
1992,3,"34F1","Clupea harengus",0
1992,3,"34F2","Clupea harengus",13
1992,3,"34F3","Clupea harengus",0
1992,3,"34F4","Clupea harengus",9130.5
1992,3,"35F0","Clupea harengus",142
1992,3,"35F1","Clupea harengus",2516.5
1992,3,"35F2","Clupea harengus",12
1992,3,"35F3","Clupea harengus",0
1992,3,"35F4","Clupea harengus",404
1992,3,"36F0","Clupea harengus",6830
1992,3,"36F1","Clupea harengus",4070
1992,3,"36F2","Clupea harengus",153.5
1992,3,"36F3","Clupea harengus",554.668
1992,3,"36F4","Clupea harengus",2.667
1992,3,"36F5","Clupea harengus",156.999
1992,3,"36F6","Clupea harengus",490.5
1992,3,"36F7","Clupea harengus",2147
1992,3,"37E9","Clupea harengus",142
1992,3,"37F0","Clupea harengus",369
1992,3,"37F1","Clupea harengus",9558.5
1992,3,"37F2","Clupea harengus",20
1992,3,"37F3","Clupea harengus",145.668
1992,3,"37F4","Clupea harengus",11
1992,3,"37F5","Clupea harengus",5
1992,3,"37F6","Clupea harengus",0
1992,3,"37F7","Clupea harengus",2645.5
1992,3,"37F8","Clupea harengus",0
1992,3,"38E9","Clupea harengus",7197.001
1992,3,"38F0","Clupea harengus",6244.668
1992,3,"38F1","Clupea harengus",240.668
1992,3,"38F2","Clupea harengus",5541.335
1992,3,"38F3","Clupea harengus",1999.667
1992,3,"38F4","Clupea harengus",3415.003
1992,3,"38F5","Clupea harengus",17961.335
1992,3,"38F6","Clupea harengus",14640.334
1992,3,"38F7","Clupea harengus",3724.335
1992,3,"38F8","Clupea harengus",517
1992,3,"39E8","Clupea harengus",1408
1992,3,"39E9","Clupea harengus",2873
1992,3,"39F0","Clupea harengus",7062.998
1992,3,"39F1","Clupea harengus",0.666
1992,3,"39F2","Clupea harengus",1
1992,3,"39F3","Clupea harengus",38126.333
1992,3,"39F4","Clupea harengus",9891
1992,3,"39F5","Clupea harengus",22736.5
1992,3,"39F6","Clupea harengus",193
1992,3,"39F7","Clupea harengus",0
1992,3,"39F8","Clupea harengus",0
1992,3,"40E8","Clupea harengus",323.5
1992,3,"40E9","Clupea harengus",5394.668
1992,3,"40F0","Clupea harengus",751.331
1992,3,"40F1","Clupea harengus",86.001
1992,3,"40F2","Clupea harengus",215.666
1992,3,"40F3","Clupea harengus",79.668
1992,3,"40F4","Clupea harengus",5.333
1992,3,"40F5","Clupea harengus",30584.665
1992,3,"40F6","Clupea harengus",11459.666
1992,3,"40F7","Clupea harengus",0
1992,3,"41E7","Clupea harengus",4
1992,3,"41E8","Clupea harengus",106.334
1992,3,"41E9","Clupea harengus",8194.665
1992,3,"41F0","Clupea harengus",7533.001
1992,3,"41F1","Clupea harengus",3784.334
1992,3,"41F2","Clupea harengus",0
1992,3,"41F3","Clupea harengus",8
1992,3,"41F4","Clupea harengus",12.5
1992,3,"41F5","Clupea harengus",19147
1992,3,"41F6","Clupea harengus",11210.5
1992,3,"41F7","Clupea harengus",0
1992,3,"41G0","Clupea harengus",1276
1992,3,"41G1","Clupea harengus",12787
1992,3,"41G2","Clupea harengus",28265.667
1992,3,"42E7","Clupea harengus",5
1992,3,"42E8","Clupea harengus",427.665
1992,3,"42E9","Clupea harengus",544
1992,3,"42F0","Clupea harengus",1948.331
1992,3,"42F1","Clupea harengus",4748.338
1992,3,"42F2","Clupea harengus",5300.329
1992,3,"42F3","Clupea harengus",51.002
1992,3,"42F4","Clupea harengus",25.002
1992,3,"42F5","Clupea harengus",1882
1992,3,"42F6","Clupea harengus",21735
1992,3,"42F7","Clupea harengus",9024
1992,3,"42G1","Clupea harengus",15058
1992,3,"42G2","Clupea harengus",11873.6
1992,3,"43E8","Clupea harengus",382.25
1992,3,"43E9","Clupea harengus",1503.336
1992,3,"43F0","Clupea harengus",1526.5
1992,3,"43F1","Clupea harengus",3900.666
1992,3,"43F2","Clupea harengus",6461.001
1992,3,"43F3","Clupea harengus",38
1992,3,"43F4","Clupea harengus",179.665
1992,3,"43F5","Clupea harengus",22
1992,3,"43F6","Clupea harengus",0
1992,3,"43F7","Clupea harengus",70350
1992,3,"43F8","Clupea harengus",0
1992,3,"43G0","Clupea harengus",575
1992,3,"43G1","Clupea harengus",36658.856
1992,3,"43G2","Clupea harengus",149966
1992,3,"44E6","Clupea harengus",91
1992,3,"44E7","Clupea harengus",17
1992,3,"44E8","Clupea harengus",1003.672
1992,3,"44E9","Clupea harengus",5715.25
1992,3,"44F0","Clupea harengus",875
1992,3,"44F1","Clupea harengus",170
1992,3,"44F2","Clupea harengus",6
1992,3,"44F3","Clupea harengus",19
1992,3,"44F4","Clupea harengus",20.5
1992,3,"44F5","Clupea harengus",9602
1992,3,"44F8","Clupea harengus",228
1992,3,"44F9","Clupea harengus",24621.334
1992,3,"44G0","Clupea harengus",11674
1992,3,"44G1","Clupea harengus",59609.5
1992,3,"45E6","Clupea harengus",1
1992,3,"45E7","Clupea harengus",29.665
1992,3,"45E8","Clupea harengus",211.666
1992,3,"45E9","Clupea harengus",19978.334
1992,3,"45F0","Clupea harengus",40
1992,3,"45F1","Clupea harengus",501
1992,3,"45F2","Clupea harengus",367
1992,3,"45F3","Clupea harengus",141.5
1992,3,"45F4","Clupea harengus",2
1992,3,"45F9","Clupea harengus",0
1992,3,"45G0","Clupea harengus",6
1992,3,"45G1","Clupea harengus",14417
1992,3,"46E7","Clupea harengus",248
1992,3,"46E8","Clupea harengus",457
1992,3,"46E9","Clupea harengus",14338.001
1992,3,"46F0","Clupea harengus",18
1992,3,"46F1","Clupea harengus",185.5
1992,3,"46F2","Clupea harengus",60.5
1992,3,"46F3","Clupea harengus",13
1992,3,"46G0","Clupea harengus",1277.334
1992,3,"46G1","Clupea harengus",201254
1992,3,"47E7","Clupea harengus",1
1992,3,"47E8","Clupea harengus",383
1992,3,"47E9","Clupea harengus",41.5
1992,3,"47F0","Clupea harengus",113
1992,3,"47F1","Clupea harengus",114.5
1992,3,"47F2","Clupea harengus",70.5
1992,3,"47F3","Clupea harengus",105.5
1992,3,"48E7","Clupea harengus",5
1992,3,"48E8","Clupea harengus",12
